Имя пользователя,Ссылка,Время,Текст,Хэштеги
Громадское,@HromadskeRU,5 мар. 2020 г.,В Италии число умерших от осложнений коронавируса COVID-19 выросло до 107 человек,
New Mongolia,@tserenpuntsagt,5 мар. 2020 г.,БНХАУ-д 505 тэрбум ам.долларын хохирол учирчээ.,
presshub_ru,@presshubeu,5 мар. 2020 г.,covid 19  [rt] Число заражённых коронавирусом в  #Японии возросло до 1032,
KP in Belarus,@kpby,5 мар. 2020 г.,Названы самые уязвимые перед COVID-19 категории людей.,
Jenkers News (RUS),@jenkers_ru,5 мар. 2020 г.,#Клопп об угрозе #коронавирус'а: Об этом должны говорить не тренеры http://jenke.rs/e7YJg0,#коронавирус
Кирилл Потапов,@KirillPotapov_,5 мар. 2020 г.,В Екатеринбурге отменили концерт итальянцев из-за коронавируса https://kirill-potapov.livejournal.com/3523395.html?utm_source=twsharing&utm_medium=social… #коронавирус #концерт #Екатеринбург,#коронавирус
RusNext РусскаяВесна,@rusnextru,5 мар. 2020 г.,"Дипломат КНР Чжао Лицзянь заявил, что  COVID -19 является «глобальным феноменом», который получил специальное название, чтобы не привязывать заболевание, вызываемое этим возбудителем, к определённому региону или стране. #Китай #Коронавирус  #Социум #Русска",#коронавирус
Lil Tree,@Pen_is_amazing,5 мар. 2020 г.,"Так шо на ужин рассказываю - значит пюрешечка да, сосисочки, сальцо в специях, кока кола, шоколадка Рошен, спасибо сами знаете кому. А ну и егермайстер, потому что #коронавирус не пройдет",#коронавирус
Մιtαuskαs,@_A_Vit_,21 мар. 2020 г.,"#Covid_19, говорите? Устали от карантина?",#covid
A.S. 2.0.,@witch_13_8,21 мар. 2020 г.,"Птички поют... Как же хочется проснуться в мире, где мы победили все болезни. И не только COVID-19",
Nikita,@nikitozzzzzzzz,21 мар. 2020 г.,На дорожку куда? К лотку? #коронавирус #изоляция #ikea ,#коронавирус
RuNews24.ru Новости,@runews24ru,21 мар. 2020 г.,Глава ВОЗ: Успехи КНР в борьбе с COVID-19 вселяют надежду на победу,
"Russian Embassy, SWE",@RusEmbSwe,21 мар. 2020 г.,,
В сети 365,@vseti365,21 мар. 2020 г.,Крупные конференции были отменены из-за мер предосторожности в отношении COVID-19,
Zakcion,@Zakcion1,21 мар. 2020 г.,"Christie’s надеется, что к июню сможет возобновить работу в нормальном режиме ",
Інша Україна,@inshaua,21 мар. 2020 г.,Режим ЧП не исключен по всей Украине - МВД,
Руся,@northern__music,21 мар. 2020 г.,В Германии сколько...,
Pekвием по РФ #FreeNavalny #НЕТВОЙНЕ,@RuFailedState,21 мар. 2020 г.,"Прямо сейчас в научном центре вирусологии и биотехнологии ""Вектор"" в Новосибирске (да, тот самый, который производит тесты на COVID-19) открыта вакансия научного сотрудника: тематика исследований - вирусология. ",
Пенза Взгляд / ПВ,@penzavzglyad,21 мар. 2020 г.,Пензенский Минздрав аккумулировал самую важную информацию по COVID-19 ,
